                                                                                                                             ,,,,,,,23/6/2026,,,,
2672,VILMA ALIMENTOS,CAIXA DISPLAY REFRESCO HIBRIDO,Automatico,110.000,13.750,24/4,2394B ,4X0,,,
2669,MEDQUIMICA,CTH GASTROGEL DE BOLSO 10ML COM 60 - COD274363,,1.870,935,24/4,2519B ,7X0,,,
2671,MEDQUIMICA,CTH GASTROGEL DE BOLSO COM 12 COD 282140,,9.240,2.310,24/4,2533B - COM BRAILLE - FACA NOVA,6X0,,,
2651,MEDQUIMICA,CTH GRIPNEW COM 150 COD. 277757,Automatico,11.000,2.750,27/4,2530B - COM BRAILE ,6X0,,,
2654,MEDQUIMICA,CTH CLORIDRATO DE TETRACICLINA 500MG C/80 - COD 277428,Automatico,18.480,9.240,27/4,2531B - COM BRAILE,5X0,,,
2323,ZEISS,ME10072 - CARTUCHO ZEISS SF 76X7624 ARW 00031,OK / Automatico (INTERDITADO),52.500,3.281,28/11,2239B - COM RELEVO,,,,
2254,ZEISS,CARTUCHO ME10072 - CARTUCHO ZEISS SF 76X76X24 AEW 00031,OK / Automatico (INTERDITADO),210.000,13.125,22/12,2239B - COM RELEVO,,,,
2398,ESAB,CAIXA DE PAPELûO P/ 5KG DE ELETRODO SERRALHEIRO CÆD 1000841,Automatico / RESTANTE,55.000,18.333,2/2,2367B,2X0,,,
2535,ESAB,CAIXE ELETRODO OK COD 1001540,Automatico / RESTANTE,13.200,6.600,15/3,2395B,2X0,,,
,,,,,,,,,,,
,,,,695.290,,,,,,,
,,,,HEILDELBERG DIANA ,,,,,,,
Os:,CLIENTE:,SERVIúO:, ,QTDE CARTUCHOS,FOLHAS,DATA DE ENTREGA,FACA,Cores,,,
2668,CAFè 3 CORAúíES,CAIXA CAPP CAFè IT 3C MULTISABOR 50X20G - 2004525,Lateral/ 60.000,165.000,82.500,10/4,2430B,6X0,,,
2673,FARMATIVA,CARTUCHO LOLA KIT GHEE FEIRINHA CART ED0 82024 (COD LOLA 10201000082),OK / Automatico,220.000,27.500,15/4,2534B - FACA NOVA,5X0,,,
2529,PROBELLE,CARTUCHO BURGUESINHA 2.0 - 50ML - (E02232) / 3.0 - 50ML - (E02233) / 5.0 - 50ML - (E02237), Lateral (RESTANTE),462.000,77.000,3/3,2139B,5X1,,,
2538,PROBELLE,CARTUCHO BURGUESINHA 5.26 -50ML - (E01988) / 5.5 - 50ML - (E02238),Lateral,33.000,5.500,3/4,2139B,5X1,,,
2539,PROBELLE,CARTUCHO BURGUESINHA 1.6 - 50ML - (E01981) / 5.74  - 50ML - (E01988),Lateral,33.000,5.500,3/4,2139B,5X1,,,
2540,PROBELLE,CARTUCHO BURGUESINHA 6.1 - 50ML - (E01991) / 6.88 - 50ML - (E02240),Lateral,33.000,5.500,3/4,2139B,5X1,,,
2541,PROBELLE,CARTUCHO BURGESINHA 7.3 - 50ML - (E01992) / 7.37 - 50ML - (E02245),Lateral,33.000,5.500,3/4,2139B,5X1,,,
2542,PROBELLE,CARTUCHO BURGUESINHA 7.4 - 50ML - (E01993) / 6.4 - 50ML - (E01990),Lateral,33.000,5.500,3/4,2139B,5X1,,,
2464,AúAI SABOR E SAUDE,CAIXA AúAI 10L CREMOSA,Lateral (19.000 CXS),44.000,22.000,5/2,CAIXA - 2468B / TAMPA - 2469B,4X0,,,
2465,AúAI SABOR E SAUDE,CAIXA AúAI 10L BRASILEIRINHO,Lateral,11.000,5.500,5/2,CAIXA - 2468B / TAMPA - 2469B,4X0,,,
2466,AúAI SABOR E SAUDE,CAIXA AúAI 10L COMBATE,Lateral,8.800,4.400,5/2,CAIXA - 2468B / TAMPA - 2469B,4X0,,,
2668,CAFè 3 CORAúíES,CAIXA CAPP CAFè IT 3C MULTISABOR 50X20G - 2004525,Lateral/ 60.000,165.000,82.500,10/4,2430B,6X0,,,
2271,HIDRATEI,CAIXA VERTICAL P,COLOU - 18.520 CXS ( tem  mais 12.000 p/ colar),107.000,53.500,10/11,2457B,1X0,,,
2292,BELEZA BRASILEIRA,CAIXA P BELEZA BRASILEIRA,COLOU - 14.233 CART,56.665,28.333,1/12,2457B,3X0,,,
,,,,,,,,,,,
,,,,1.239.465,,,,,,,
,,                                                                       ESPERA VINCO - BOBST's,,,,,,,,,
Os:,CLIENTE:,SERVIúO:, ,QTDE CARTUCHOS,FOLHAS,DATA DE ENTREGA,FACA,Cores,Previsto,,
2273,HIDRATEI,CAIXA G HIDRATEI ,,56.100,56.100,24/11,2458B,1X0,,,
2276,BELEZA BRASILEIRA,CAIXA E-COMMERCE 102X90X86 - PP BELEZA BRASILEIRA,,10.000,3.333,1/12,2258B,3X0,,,
2277,HIDRATEI,CAIXA GG HIDRATEI PARTE 1 + PARTE 2,,18.800,18.800,1/12,2474B / 2472B,1X0,,,
2474,GUDAY,CAIXA E-COMMERCE 2 POTES,,38.500,19.250,10/3,M2409B,4X0,,,
,,,,,,,,,,,
2603,LAIPPE,CART. PULFO VETERINARIO 1KG,,16.500,8.250,9/4,1404B,4X0,,,
2592,ESAB,CAIXA P/5KG DE ELETRODO SERRALHEIRO CÆD 100841,,55.000,18.333,23/4,M2367,2X0,,,
2609,PIF PAF,CART. DE HAMBURGUER DE FRANGO PIFPAF ,,45.100,11.275,5/5,2250B - COM RELEVO E BRAILLE,5X0,,,
2610,GUDAY,CAIXA E-COMMERCE GUDAY 4 POTES,,22.000,22.000,11/5,2316B,4X0,,,
2611,CARAPRETA,CARTUCHO HAMB CARAPRETA TRADICIONAL SIF 147 - QUADRADO,,258.500,64.625,1/4,2174B,5X0,,,
2619,ALGODûO APOLO,CAIXA DE MESA 50G APOLO C/FECHAM. AUTOM (1051146),,187.000,31.167,8/4,2318B - COM BRAILE,2X0,,,
2635,ESAB,CAIXA ELETRODO OK COD 1001540,,22.000,11.000,20/5,2395B,2X0,,,
2636,ESAB,CAIXA DE PAPELûO 5KG ELETRODO OK 1000678,,20.000,6.667,28/4,2367,2X0,,,
2640,CERVEJARIA IMPERIO,CAIXA 18 GARRAFAS IMPERIO GOLD 210ML,,104.000,104.000,25/4,2401B,6X0,,,
2637,CERVEJARIA BUZIOS,CARTUCHO P/ GARRAFAS DE CERVEJA BUZIOS 600ML + CALDERETA 300ML,,6.050,6.050,20/4,1526B,5X0,,,
2652,INDUBRAS,CARTUCHO PROVERMIN PO DISPLAY,,55.000,27.500,20/4,M2532B,4X0,,,
2657,DOCERIA BRASIL,CAIXA P/ SALGADO E DOCE 20 UNIDADES ,,22.000,5.500,23/4,1771B,1X0,,,
2658,DOCERIA BRASIL,CAIXA PARA BOLO - M,,22.000,22.000,23/4,1773B,2X0,,,
2659,DOCERIA BRASIL,CAIXA PARA BOLO G,,22.000,22.000,23/4,1815B,2X0,,,
2667,PIF PAF,CARTUCHO PIZZA MUSSARELA,,60.000,30.000,30/4,2405B - COM RELEVO / BRAILE,5X0,,,
2674,LAIPPE,CART COLA RATO LIGEIRINHO ,,110.000,27.500,5/5,2255B,4X0,,,
2676,LETZ,CAIXA E-COMMERCE 213X160X65,,33.000,16.500,11/5,2062B,4X0,,,
2683,COMPACTOR,17057 / 17058 / 17059 / 17061 / 17062 / 17063 / 17065 / 17066 - PARA 50 ESF. 07 AZUL,,44.000,5.500,4/5,2536B - FACA NOVA,4X0,,,
2682,COMPACTOR,CAIXA P/50 ESF. VERDE CARTO (16421) / 17060 - PARA 50 ESF. 07 AZUL / 17064 - PARA 50 ESF. 07 AZUL - NAUTICO,,20.240,2.530,4/5,2536B - FACA NOVA,5X0,,,
2678,COMPACTOR,CAIXA P/50 ECONOMIC PRETO CARTO (16437)/ CAIXA P/50 ECONOMIC AZUL CARTO (16435) ,,143.000,17.875,24/4,2536B - FACA NOVA,5X0,,,
2680,COMPACTOR,CAIXA P/50 ESF. 07 VERMELHA CARTO (16420) / CAIXA P/50 ECONOMIC FINA AZUL CARTO (16456) / CAIXA P;50 ECONOMIC AZUL CARTO (16435),,79.200,9.900,4/5,2536B - FACA NOVA,5X0,,,
2679,COMPACTOR,CAIXA P/50 ESF. 07 AZUL CARTO (16419) / CAIXA P/50 ESF. 07 PRETA CARTO (16422) / CAIXA P/50 ECONOMIC VERMELHA CARTO (16436),,114.400,14.300,4/5,2536B - FACA NOVA,5X0,,,
2699,FAZENDA FUTURO,(FFP528) CINTA MEATBALLS 4.0 SL BR - BLOCO D,,22.000,5.500,11/5,2198B - BLOCO D,5X0,,,
2700,FAZENDA FUTURO ,(FFP529) CINTA MINCE 4.0 SL BR - BLOCO C,,33.000,8.250,11/5,2198B - BLOCO C,5X0,,,
2701,FAZENDA FUTURO,(FFP613) EMBALAGEM 4PACK 4.0 SL ,,11.000,2.750,11/5,2143B,6X0,,,
2686,COTHERPACK,CAIXA PVC TèRMICA 15M,,330.000,55.000,5/5,2403B,4X0,,,
2685,COTHERPACK,CAIXA PVC TèRMICA 30M,,330.000,55.000,5/5,2403B,4X0,,,
2687,COTHERPACK,CAIXA PROTETOR DE FOGûO TèRMICA,,330.000,110.000,5/5,399B,4X0,,,
2689,ACTUAL,CART. BRIL ODOR LAVANDA / BRIL ODOR MARINE / BRIL ODOR FLORAL,,299.200,18.700,11/5,1823B,4X0,,,
2690,ACTUAL,CART. BRL ODOR JASMIM / BRIL ODOR EUCALIPTO / BRIL ODOR PINHO,,176.000,11.000,10/6,1823B,4X0,,,
2693,ACTUAL,CART. Q - ODOR JASMIM / Q - ODORPINHO ,,528.000,33.000,11/5,1823B,5X0,,,
2692,ACTUAL,CART. Q - ODOR FLORAL / Q - ODOR MARINE,,792.000,49.500,11/5,1823B,5X0,,,
2696,ACTUAL,CART. F.A Q - ODOR JASMIM / Q - ODOR LAVANDA / Q- ODOR EUCALIPTO,,605.000,50.417,11/5,2225B,5X0,,,
2698,ACTUAL,CART. F.A Q - SANY LAVANDA / Q- SANY MARINE,,44.000,3.667,10/7,2225B,5X0,,,
2695,ACTUAL,CART. F.A Q - ODOR FLORAL / Q - ODOR MARINE / Q- ODOR PINHO,,660.000,55.000,10/6,2225B,5X0,,,
2684,PIF PAF,CARTUCHO HAMBURGUER BOVINO,,55.000,13.750,10/6,2250B,5X0,,,
2697,BOREDA,CAIXA P/ ALUMINIO 30X100,,33.000,11.000,3/6,1879B,4X0,,,
,,,,GUILHOTINA ENVOLTÆRIOS,,,,,,,
Os:,CLIENTE:,SERVIúO:, ,QTDE CARTUCHOS,FOLHAS,DATA DE ENTREGA,FACA,Cores,Previsto,,
2400,BELGO - NE,INVOLUCRO BELGO FORTE 500M ,OK,52.500,17.500,19/1,GUILHOTINA,4X0,,,
2456,BELGO - NE,INVOLUCRO BELGO FORTTE 500M,,36.750,12.250,9/2,GUILHOTINA,4X0,,,
2463,GERDAU,RÆTULO P/FARPADO GIR 500,OK,48.000,16.000,27/2,GUILHOTINA,3X0,,,
,,,,,,,,,,,
2514,GERDAU,RÆTULO P/FARPADO ELEFANTE 400M,OK,44.000,14.667,19/2,GUILHOTINA,3X0,,,
2575,GERDAU,ROTULO P/ FARPADO TOURO 500,OK,5.000,1.250,23/3,GUILHOTINA,3X0,,,
2574,GERDAU,ROTULO P/ FARPADO GIR 400M,OK,9.000,3.000,19/3,GUILHOTINA,3X0,,,
2573,GERDAU,ROTULO P/ FARPADO GIR 250M,OK,20.000,5.000,11/3,GUILHOTINA,3X0,,,
2564,GERDAU RIOGRANDENSE,FITA PAPELûO COURO 465 X 65 X 3mm NR40,,30.000,5.000,19/3,GUILHOTINA,0X0,,,
2576,BELGO BEKAERT,ROTULO BEM. A4 4 CORES PRACTICA (GSIC),OK,22.500,7.500,9/3,GUILHOTINA,5X0,,,
2604,BELGO,INVOLUCRO TELA CAMPESTRE 50M,OK,23.400,7.800,15/3,GUILHOTINA,5X0,,,
2588,BELGO BEKAERT,INVÆLUCRO MOTTO MUNDIAL 500M,OK,65.100,21.700,12/3,GUILHOTINA,4X0,,,
2590,BELGO BEKAERT,INVÆLUCRO MOTTO MUNDIAL 500M,OK,17.100,4.275,31/12,GUILHOTINA,4X0,,,
2589,BELGO BEKAERT,INVÆLUCRO MOTTO MUNDIAL 500M,,64.000,21.333,25/3,GUILHOTINA,4X0,,,
2591,BELGO BEKAERT,INVÆLUCRO FORTTE 500M,,34.500,11.500,31/3,GUILHOTINA,4X0,,,
2632,GERDAU,ROTULO P/ FARPADO GIR 500M,,16.000,4.000,31/12,GUILHOTINA,3X0,,,
2633,CARTON WEGA,CANALETAS WEGA (2X0 SIMPLES),,5.000,1.000,31/3,M001,2X0,,,
2649,GERDAU,RÆTULO P/ARAME FARPADO ELEFANTE 400M,,30.000,15.000,2/4,GUILHOTINA,3X0,,,
2650,MORLAN,"ETIQUETA INVOLUCRO NELORE 1,60MM 500MT",,100.000,33.333,10/4,GUILHOTINA,2X0,,,
2663,BELGO - MG,INVOLUCRO BÖFALO 500M,,21.000,7.000,20/4,GUILHOTINA,4X0,,,
2662,BELGO,INVOLUCRO EMBAL VARJûO 400M,,26.250,8.750,13/4,GUILHOTINA,4X0,,,
2660,MORLAN,"ETIQUETA INVOLUCRO NELORE 1,60MM 250MT",,27.500,9.167,16/4,GUILHOTINA,2X0,,,
2694,GERDAU,ROTULO P/ FARPADO GIR 250M,,8.800,2.933,17/4,GUILHOTINA,3X0,,,
2681,GERDAU,ETIQUETA PARA ARAME FARPADO ELEFANTE 250M,,11.000,3.667,13/4,GUILHOTINA,3X0,,,
,,,,SERVIúOS MANUAIS PRODUúûO,,,,,,,
2384,FRESCATTO,CART. 170 X 277 MEXILHûO LINHA PREMIUM - CÆD 50010072,,11.000,1.375,25/2,1259,6X0,,,
2594,FRESCATTO,CARTUCHO CAIXA POSTA BACALHAU DESSALGADO 1KG - COD: 50010189,OK - ACETATO,5.500,2.750,6/4,2515B,4X0,,,
2365,HIDRATEI,CAIXA HIDRTEI PP - 102 X 90 X 86,OK,15.000,5.000,8/12,2258B,4X0,,,
2451,GUDAY,CAIXA E-COMMERCE GUDAY 2 POTES,Vincou 5.305 fls,22.000,11.000,26/1,2409B,4X0,,,
2419,ALFAPARF GROUP,PILOTO CARTUCHO COLORAúûO ALFAPARF CARTûO KLABIN ADVANCED PRINT 225G / SUPERA 225G, ,800,800,15/1,174P,0X0,,,
2423,FRESCATTO,CARTûO 185 X 550 DEFUMADO - CÆD 50010089,OK,5.500,3.667,24/3,1471B,4,,,
,,,,,,,,,,,
1340,HIDRATEI,CARTUCHO COMPOSTO - CX HIDRATEI 355 X 165 X 170MM (4X0+VBF),PARTE 1  / OK ,3.938,3.938,20/12,PARTE 1 2098B / PARTE 2 2099B ,4X0,05:38,,
,,,,,,,,,,,
,,,,SERVIúOS MANUAIS - PRISCILA,,,,,,,
Os:,CLIENTE:,SERVIúO:, ,QTDE CARTUCHOS,FOLHAS,DATA DE ENTREGA,FACA,Cores,Previsto,,
2253,ZEISS,CAIXA ME20019 - DISPLAY DOLA S.A GENERICO - ESP. 001198,OK / Automatico,52.500,17.500,24/11,2096B,,,,
2332,CERVEJARIA IMPERIO,PILOTO CAIXA CIDADE IMPERIAL 500 ML - CAIXA COM 12 GARRAFAS,OK  ,220,220,15/12,2493B,0X0,,,
2561,ALFAPARF GROUP,PILOTO CARTUCHO COLOR EVOLUTION ,OK  ,2.000,250,17/3,2514B - FACA NOVA,3X1,,,
2670,VAPZA,PILOTO CARTUCHO VAPZA 500 GRAMAS,,300,300,13/4,175P - FACA PILOTO,0X0,,,
2675,ICEFRESH,PILOTO CARTUCHO SUPER DIA E NOITE,,1.500,1.500,10/4,183P - FACA PILOTO,0X0,,,
1639,CARAPRETA,SACOLA DELIVERY IMPERMEêVEL CARAPRETA,,77.000,77.000,1/4,172B,1X0,,,
2106,BELEZA BRASILEIRA,CAIXA GG BELEZA BRASILEIRA,VINCOU 5300 FOLHAS APROX DE CADA PARTE,16.456,8.228,29/9,FACA NOVA - PARTE 1 2471B / PARTE 2 2472,3X0,,,
2275,BELEZA BRASILEIRA,CAIXA GG BELEZA BRASILEIRA PARTE 1 + PARTE 2,OK,13.100,13.100,24/11,2471B / 2472B,3X0,,,
2172,PROBELLE,CARTUCHO PILOTO KIT SHAMPOO E CONDICIONADOR,,110,28,20/10,2066B,0X0,,,
2107,HIDRATEI,CAIXA GG HIDRATEI,OK,12.650,6.325,29/9,FACA NOVA - PARTE 1 2471B / PARTE 2 2472,1X0,03:46,,
2504,VAPZA,PROVA PILOTO VAPZA 500G,OK,300,300,5/2,M175P,,,,
2519,CANCELADA,CANCELADA,,CANCELADA,,,,,,,
2520,CANCELADA,CANCELADA,,CANCELADA,,,,,,,
2522,SûO JOûO EVANGELISTA,CARTUCHO PILOTO FAROL 25G,,300,300,13/2,177P,0X0,,,
2523,SûO JOûO EVANGELISTA,CARTUCHO PILOTO FAROL 50G,,300,300,13/2,0104P,0X0,,,
2525,SûO JOûO EVANGELISTA,CARTUCHO PILOTO FAROL 100G,,300,300,13/2,177P,0X0,,,
2582,ICEFRESH,PILOTO CARTUCHO SUPER,,2000,222,16/3,2487B,0X0,,,
Os:,CLIENTE:,SERVIúO:, ,QTDE CARTUCHOS,FOLHAS,DATA DE ENTREGA,FACA,Cores,Previsto,,
,,,,,,,,,,,
,,ESPERA COLADEIRAS,,,,,,,,,
Os:,CLIENTE:,SERVIúO:, ,QTDE CARTUCHOS,FOLHAS,DATA DE ENTREGA,FACA,Cores,Previsto,,
2170,CARTON WEGA,CAIXA DE SORVETE DE 10L,Lateral,2.000,1.000,10/11,Matriz: 2468B caixa / 2469B - tampa / 2470B - bolsa,0X0,02:30,,
2602,CARAPRETA,CARTUCHO CARPACCIO SUPERNOSSO,Lateral,11.000,5.500,7/4,1741B,5X0,,,
2592,ESAB,CAIXA P/5KG DE ELETRODO SERRALHEIRO CÆD 100841,Automatico,55.000,18.333,23/4,M2367,2X0,,,
2603,LAIPPE,CART. PULFO VETERINARIO 1KG,Lateral,16.500,8.250,9/4,1404B,4X0,,,
2609,PIF PAF,CART. DE HAMBURGUER DE FRANGO PIFPAF ,Lateral,45.100,11.275,5/5,2250B - COM RELEVO E BRAILLE,5X0,,,
2611,CARAPRETA,CARTUCHO HAMB CARAPRETA TRADICIONAL SIF 147 - QUADRADO,Lateral,258.500,64.625,1/4,2174B,5X0,,,
2622,SERRA NEGRA,CARTUCHO MANTEIGA AGUA NA BOCA COM SAL  E SEM SAL,Lateral,22.000,2.444,27/3,1640B,4X0,,,
2626,AMAZONIKA MUNDI,CART KAFTA - AMAZONIKA MUNDI,Automatico,6.600,3.300,20/4,2227B,4X0,,,
2623,AMAZONIKA MUNDI,CART BURGUER / CART FEIJUCA / CART QUINOA - AMAZONIKA MUNDI,Automatico,8.800,2.200,20/4,2423B,4X0,,,
2624,AMAZONIKA MUNDI,CART QUINOA BURGUER / CART FALAFEL / CART FALAFEL BURGUER / CART ALMåNDEGA - AMAZONIKA MUNDI,Automatico,13.200,3.300,20/4,2423B,4X0,,,
2625,AMAZONIKA MUNDI,CART SIRIJU - AMAZONIKA MUNDI,Automatico,2.200,550,20/4,2423B,4X0,,,
2635,ESAB,CAIXA ELETRODO OK COD 1001540,Automatico,22.000,11.000,20/5,2395B,2X0,,,
2636,ESAB,CAIXA DE PAPELûO 5KG ELETRODO OK 1000678,Automatico,20.000,6.667,28/4,2367,2X0,,,
2637,CERVEJARIA BUZIOS,CARTUCHO P/ GARRAFAS DE CERVEJA BUZIOS 600ML + CALDERETA 300ML,Lateral,6.050,6.050,20/4,1526B,5X0,,,
2648,MARESP,CART. MANTEIGA MARESP 200 GR,Lateral,110.000,13.750,22/4,1456B,4X0,,,
2652,INDUBRAS,CARTUCHO PROVERMIN PO DISPLAY,Lateral,55.000,27.500,20/4,M2532B,4X0,,,
2658,DOCERIA BRASIL,CAIXA PARA BOLO - M,Lateral,22.000,22.000,23/4,1773B,2X0,,,
2659,DOCERIA BRASIL,CAIXA PARA BOLO G,Lateral,22.000,22.000,23/4,1815B,2X0,,,
2667,PIF PAF,CARTUCHO PIZZA MUSSARELA,Lateral,60.000,30.000,30/4,2405B - COM RELEVO / BRAILE,5X0,,,
2683,COMPACTOR,17057 / 17058 / 17059 / 17061 / 17062 / 17063 / 17065 / 17066 - PARA 50 ESF. 07 AZUL,Automatico,44.000,5.500,4/5,2536B - FACA NOVA,4X0,,,
2682,COMPACTOR,CAIXA P/50 ESF. VERDE CARTO (16421) / 17060 - PARA 50 ESF. 07 AZUL / 17064 - PARA 50 ESF. 07 AZUL - NAUTICO,Automatico,20.240,2.530,4/5,2536B - FACA NOVA,5X0,,,
2678,COMPACTOR,CAIXA P/50 ECONOMIC PRETO CARTO (16437)/ CAIXA P/50 ECONOMIC AZUL CARTO (16435) ,Automatico,143.000,17.875,24/4,2536B - FACA NOVA,5X0,,,
2680,COMPACTOR,CAIXA P/50 ESF. 07 VERMELHA CARTO (16420) / CAIXA P/50 ECONOMIC FINA AZUL CARTO (16456) / CAIXA P;50 ECONOMIC AZUL CARTO (16435),Automatico,79.200,9.900,4/5,2536B - FACA NOVA,5X0,,,
2679,COMPACTOR,CAIXA P/50 ESF. 07 AZUL CARTO (16419) / CAIXA P/50 ESF. 07 PRETA CARTO (16422) / CAIXA P/50 ECONOMIC VERMELHA CARTO (16436),Automatico,114.400,14.300,4/5,2536B - FACA NOVA,5X0,,,
2699,FAZENDA FUTURO,(FFP528) CINTA MEATBALLS 4.0 SL BR - BLOCO D,Lateral,22.000,5.500,11/5,2198B - BLOCO D,5X0,,,
2700,FAZENDA FUTURO ,(FFP529) CINTA MINCE 4.0 SL BR - BLOCO C,Lateral,33.000,8.250,11/5,2198B - BLOCO C,5X0,,,
2701,FAZENDA FUTURO,(FFP613) EMBALAGEM 4PACK 4.0 SL ,Automatico,11.000,2.750,11/5,2143B,6X0,,,
2686,COTHERPACK,CAIXA PVC TèRMICA 15M,Automatico,330.000,55.000,5/5,2403B,4X0,,,
2685,COTHERPACK,CAIXA PVC TèRMICA 30M,Automatico,330.000,55.000,5/5,2403B,4X0,,,
2687,COTHERPACK,CAIXA PROTETOR DE FOGûO TèRMICA,Dobra,330.000,110.000,5/5,399B,4X0,,,
2689,ACTUAL,CART. BRIL ODOR LAVANDA / BRIL ODOR MARINE / BRIL ODOR FLORAL,Lateral,299.200,18.700,11/5,1823B,4X0,,,
2690,ACTUAL,CART. BRL ODOR JASMIM / BRIL ODOR EUCALIPTO / BRIL ODOR PINHO,Lateral,176.000,11.000,10/6,1823B,4X0,,,
2693,ACTUAL,CART. Q - ODOR JASMIM / Q - ODORPINHO ,Lateral,528.000,33.000,11/5,1823B,5X0,,,
2692,ACTUAL,CART. Q - ODOR FLORAL / Q - ODOR MARINE,Lateral,792.000,49.500,11/5,1823B,5X0,,,
2696,ACTUAL,CART. F.A Q - ODOR JASMIM / Q - ODOR LAVANDA / Q- ODOR EUCALIPTO,Automatico,605.000,50.417,11/5,2225B,5X0,,,
2698,ACTUAL,CART. F.A Q - SANY LAVANDA / Q- SANY MARINE,Automatico,44.000,3.667,10/7,2225B,5X0,,,
2695,ACTUAL,CART. F.A Q - ODOR FLORAL / Q - ODOR MARINE / Q- ODOR PINHO,Automatico,660.000,55.000,10/6,2225B,5X0,,,
2697,BOREDA,CAIXA P/ ALUMINIO 30X100,Automatico,33.000,11.000,3/6,1879B,4X0,,,
2684,PIF PAF,CARTUCHO HAMBURGUER BOVINO,Lateral,55.000,13.750,10/6,2250B,5X0,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
